Insercao,NumeroInserido,Comp_BST,Comp_AVL
13882,32409,34,26
13883,1454,24,30
13884,22240,42,28
13885,10961,34,32
13886,22695,40,32
13887,25563,32,28
13888,12685,38,26
13889,8262,40,28
13890,24863,32,28
13891,23348,44,28
13892,14662,26,24
13893,16305,40,28
13894,9720,36,30
13895,8240,40,28
13896,3088,40,28
13897,18916,34,30
13898,29251,48,28
13899,24254,42,30
13900,8017,40,26
13901,32504,34,28
13902,25684,32,28
13903,11769,54,28
13904,26247,42,28
13905,3988,38,30
13906,7466,36,28
13907,23527,30,28
13908,29545,46,28
13909,21285,26,30
13910,7384,38,30
13911,11225,32,28
13912,14026,34,28
13913,3608,42,28
13914,125,32,28
13915,3064,32,24
13916,15112,24,28
13917,7552,54,30
13918,28606,44,30
13919,10347,40,28
13920,32645,24,26
13921,11998,44,24
13922,5382,34,30
13923,1254,24,24
13924,20406,36,30
13925,2735,20,26
13926,4347,34,28
13927,8076,36,28
13928,24487,44,28
13929,11105,26,30
13930,30152,36,24
13931,22719,34,30
13932,18561,30,30
13933,20923,28,28
13934,1344,26,28
13935,31149,24,26
13936,9417,38,28
13937,16319,42,28
13938,1644,34,28
13939,25159,40,28
13940,29519,50,28
13941,3215,22,26
13942,4223,44,26
13943,20604,28,30
13944,23545,28,28
13945,32084,28,28
13946,4634,42,26
13947,6238,40,30
13948,32008,32,28
13949,25267,44,28
13950,29113,38,26
13951,20037,32,30
13952,32445,30,28
13953,31035,28,26
13954,17566,32,28
13955,14578,26,26
13956,802,30,26
13957,15716,28,26
13958,9801,40,30
13959,400,32,26
13960,31736,34,26
13961,30804,36,28
13962,10049,32,28
13963,4972,28,30
13964,4841,32,28
13965,32766,16,28
13966,32617,22,28
13967,3398,44,30
13968,16195,34,28
13969,21089,36,28
13970,22043,22,28
13971,27391,40,26
13972,7820,40,32
13973,32708,24,28
13974,16530,32,28
13975,25060,34,28
13976,13161,30,24
13977,17636,28,28
13978,7726,42,32
13979,10780,38,28
13980,26204,48,28
13981,16944,36,28
13982,10686,22,28
13983,31525,38,28
13984,28715,40,28
13985,4374,30,28
13986,15179,26,28
13987,12032,52,28
13988,13459,34,26
13989,25604,32,28
13990,25216,36,28
13991,6161,44,28
13992,7685,42,28
13993,11040,32,30
13994,11799,50,28
13995,26983,36,26
13996,32730,28,30
13997,24682,42,28
13998,23355,42,28
13999,30867,34,26
14000,15730,24,26
14001,31056,34,28
14002,12344,34,28
14003,28200,42,28
14004,26065,50,28
14005,15461,32,28
14006,23881,36,28
14007,21429,32,30
14008,16348,46,28
14009,12431,36,30
14010,28954,38,28
14011,24085,32,28
14012,31392,28,28
14013,31990,30,28
14014,9921,36,28
14015,11498,48,28
14016,3585,42,28
14017,21876,28,28
14018,1392,26,28
14019,10238,28,28
14020,27175,38,26
14021,15587,28,28
14022,4381,30,28
14023,8510,40,30
14024,16728,44,28
14025,19139,26,26
14026,8136,42,30
14027,23415,34,28
14028,4293,36,26
14029,3328,26,30
14030,28732,36,28
14031,28570,36,28
14032,12166,52,26
14033,5057,36,30
14034,31129,30,28
14035,23245,44,28
14036,20346,36,28
14037,26990,38,28
14038,10011,40,30
14039,27403,42,26
14040,18015,38,30
14041,21476,36,28
14042,12814,34,26
14043,25760,30,28
14044,12633,36,26
14045,8258,36,28
14046,1102,30,26
14047,978,34,26
14048,13311,38,28
14049,21065,34,30
14050,12849,30,24
14051,24883,32,26
14052,17135,40,26
14053,163,34,30
14054,20794,38,26
14055,16563,32,30
14056,17543,34,28
14057,14123,24,26
14058,5406,34,30
14059,28754,44,32
14060,10233,34,28
14061,27631,44,30
14062,19263,24,28
14063,10218,40,28
14064,28037,44,30
14065,26513,36,24
14066,16324,46,28
14067,22188,46,30
14068,1914,32,28
14069,19803,28,30
14070,8354,36,30
14071,3907,32,28
14072,30785,32,26
14073,12807,34,24
14074,4823,32,30
14075,15328,34,28
14076,10909,38,28
14077,22984,40,28
14078,28493,52,28
14079,30762,40,28
14080,9161,38,28
14081,1656,32,28
14082,28064,50,28
14083,14387,26,26
14084,2282,32,30
14085,6432,38,28
14086,26201,48,28
14087,13902,46,30
14088,3082,42,30
14089,25014,28,28
14090,5864,32,30
14091,16278,30,28
14092,4451,30,26
14093,20744,32,30
14094,4794,40,28
14095,7348,38,28
14096,29041,38,26
14097,20433,38,28
14098,29369,40,28
14099,19065,30,30
14100,962,32,26
14101,20605,30,32
14102,4601,44,26
14103,20815,34,26
14104,28529,34,30
14105,26421,46,24
14106,12637,38,28
14107,1722,28,30
14108,5321,38,32
14109,32709,26,30
14110,28514,50,30
14111,30719,28,28
14112,4287,38,28
14113,22314,36,30
14114,29402,42,28
14115,26787,42,28
14116,19777,30,30
14117,6022,38,28
14118,9165,40,30
14119,869,34,26
14120,17986,44,30
14121,19440,28,28
14122,4264,40,24
14123,20112,32,28
14124,20664,28,30
14125,29832,32,24
14126,19945,36,30
14127,22958,40,28
14128,8945,32,30
14129,11329,38,26
14130,21712,36,28
14131,11340,40,26
14132,15114,26,30
14133,25046,32,28
14134,9149,38,30
14135,28563,36,28
14136,22419,46,28
14137,5299,28,28
14138,28649,44,28
14139,23151,38,30
14140,26324,50,30
14141,615,32,30
14142,14878,28,26
14143,18609,38,30
14144,5231,34,30
14145,1802,42,28
14146,2213,38,30
14147,7117,38,28
14148,1245,28,24
14149,25285,36,28
14150,15288,22,26
14151,11666,40,26
14152,12681,32,26
14153,29600,46,26
14154,17274,28,28
14155,15464,32,28
14156,14108,34,28
14157,12358,36,26
14158,3640,36,26
14159,29880,38,26
14160,19976,28,30
14161,9899,28,28
14162,18992,36,26
14163,7051,36,28
14164,1568,34,30
14165,29247,44,28
14166,15259,30,28
14167,25375,40,28
14168,1424,18,28
14169,15509,34,28
14170,4225,46,26
14171,18876,28,30
14172,16629,30,28
14173,12506,40,26
14174,9763,36,28
14175,27048,34,28
14176,30314,48,28
14177,1753,38,26
14178,23160,38,28
14179,16964,34,28
14180,23386,34,28
14181,26888,48,30
14182,2210,38,30
14183,25236,34,24
14184,12906,30,26
14185,3336,28,30
14186,30732,34,28
14187,22210,38,30
14188,21492,38,32
14189,19895,32,30
14190,27093,34,28
14191,8442,34,28
14192,4276,38,26
14193,23120,44,30
14194,3417,32,26
14195,29516,52,30
14196,16748,38,28
14197,25643,34,28
14198,4466,28,28
14199,22609,28,26
14200,16598,34,30
14201,13572,32,30
14202,20862,26,28
14203,16473,32,28
14204,9232,38,26
14205,32725,20,28
14206,20280,38,28
14207,638,28,30
14208,13904,48,30
14209,32178,24,28
14210,18791,36,30
14211,28021,48,28
14212,27862,42,28
14213,28759,46,30
14214,424,32,26
14215,14866,28,26
14216,21998,28,28
14217,21630,38,30
14218,32361,32,28
14219,32587,20,28
14220,19333,26,28
14221,31974,32,28
14222,24202,30,26
14223,28789,36,30
14224,5902,40,30
14225,9782,36,30
14226,14910,26,26
14227,26905,40,28
14228,24203,32,26
14229,25593,34,26
14230,19840,26,28
14231,16331,46,28
14232,31217,30,26
14233,29950,40,28
14234,10161,22,30
14235,30567,44,30
14236,4500,32,30
14237,27451,46,30
14238,30418,50,28
14239,20313,34,28
14240,17683,32,26
14241,21092,38,30
14242,1596,30,30
14243,4870,38,28
14244,17961,30,28
14245,27955,40,28
14246,20556,28,30
14247,14099,30,28
14248,17875,30,28
14249,22013,22,28
14250,30269,44,28
14251,12485,44,28
14252,11145,26,24
14253,12811,34,26
14254,11716,46,26
14255,751,34,26
14256,24105,36,28
14257,28056,42,28
14258,20132,34,28
14259,25957,42,28
14260,20685,36,30
14261,21329,30,30
14262,10433,40,32
14263,10413,38,30
14264,8868,40,26
14265,7159,50,28
14266,21814,36,30
14267,8964,36,30
14268,15270,32,28
14269,24461,44,28
14270,3750,26,28
14271,17503,32,30
14272,24533,42,28
14273,1669,38,26
14274,23147,40,32
14275,11590,42,28
14276,26401,46,30
14277,31859,32,30
14278,16566,34,30
14279,23209,44,30
14280,17232,30,26
14281,26061,52,28
14282,10542,38,28
14283,15451,20,26
14284,24774,20,28
14285,25504,36,30
14286,206,34,26
14287,12168,54,28
14288,26565,38,26
14289,16365,34,28
14290,12813,36,26
14291,2606,18,28
14292,32383,34,28
14293,32415,36,28
14294,25209,34,28
14295,7275,42,30
14296,29470,40,26
14297,27662,44,30
14298,21464,32,28
14299,13101,36,28
14300,9953,36,30
14301,782,32,26
14302,17723,30,26
14303,23571,46,30
14304,12830,32,26
14305,30119,46,26
14306,1155,26,24
14307,3125,24,30
14308,22077,34,30
14309,6912,40,28
14310,20881,38,28
14311,5889,36,28
14312,1360,24,28
14313,16125,30,26
14314,31452,42,30
14315,8110,40,28
14316,17317,26,28
14317,11891,48,28
14318,19836,30,28
14319,12900,32,26
14320,3795,22,30
14321,9342,38,28
14322,15688,32,28
14323,21867,30,28
14324,27508,36,28
14325,9849,34,28
14326,6560,46,26
14327,8576,30,26
14328,24110,38,30
14329,27259,48,30
14330,21882,28,28
14331,15227,38,30
14332,20587,30,32
14333,18668,32,28
14334,21739,32,28
14335,20961,24,28
14336,21865,32,28
14337,25968,44,28
14338,16695,44,30
14339,2205,40,26
14340,6498,40,28
14341,8342,24,30
14342,9244,40,28
14343,15363,18,28
14344,16134,30,26
14345,3077,42,30
14346,14590,30,26
14347,5897,42,28
14348,17681,34,28
14349,20214,28,28
14350,17772,28,28
14351,6407,44,26
14352,23042,42,28
14353,5526,36,30
14354,25311,38,26
14355,3401,42,28
14356,21150,34,30
14357,11301,40,26
14358,29568,46,28
14359,11310,46,28
14360,31108,30,28
14361,1828,34,28
14362,994,28,28
14363,20446,44,30
14364,15344,36,28
14365,17205,32,28
14366,3094,32,30
14367,8435,36,28
14368,1317,36,28
14369,2789,28,26
14370,2768,26,26
14371,27799,40,24
14372,17398,36,26
14373,11975,50,26
14374,30312,46,26
14375,15072,22,26
14376,231,34,26
14377,7818,36,30
14378,20505,42,28
14379,4181,46,28
14380,6886,36,30
14381,15251,32,28
14382,13067,34,26
14383,20125,32,28
14384,23127,34,30
14385,2068,32,26
14386,24696,38,26
14387,20615,28,30
14388,6099,50,28
14389,96,40,28
14390,26492,40,26
14391,10481,36,28
14392,12381,46,30
14393,15429,34,30
14394,9603,34,28
14395,17591,20,26
14396,21094,40,32
14397,3304,38,26
14398,22364,56,30
14399,15763,40,26
14400,6114,42,28
14401,2798,30,28
14402,20642,28,30
14403,29181,40,28
14404,28849,36,30
14405,10530,36,30
14406,23005,40,32
14407,2480,34,28
14408,30754,36,28
14409,28026,46,28
14410,16852,40,30
14411,8306,32,28
14412,31286,28,26
14413,16825,38,28
14414,23467,28,30
14415,24905,26,28
14416,22026,28,28
14417,1227,30,24
14418,30810,36,28
14419,7034,44,26
14420,15457,26,28
14421,28612,52,32
14422,13448,36,28
14423,9702,48,30
14424,23225,42,28
14425,18498,36,26
14426,5737,28,30
14427,21641,38,32
14428,3868,24,30
14429,14040,34,28
14430,8060,36,30
14431,3330,28,32
14432,9005,40,30
14433,3765,36,30
14434,20590,32,32
14435,17710,28,26
14436,25774,22,28
14437,2073,32,26
14438,30381,40,28
14439,13900,48,30
14440,20594,30,32
14441,23397,42,30
14442,8236,40,28
14443,29416,42,28
14444,7769,44,30
14445,29979,34,26
14446,23360,42,28
14447,28809,36,28
14448,30773,44,28
14449,28296,46,28
14450,30648,44,30
14451,12816,36,26
14452,7082,34,28
14453,5844,42,30
14454,24361,34,30
14455,8962,38,32
14456,27763,34,30
14457,28562,38,30
14458,22798,38,32
14459,20609,28,30
14460,11824,44,24
14461,30358,50,30
14462,11611,44,28
14463,23963,40,28
14464,4514,34,26
14465,8169,42,28
14466,19437,34,28
14467,389,36,26
14468,2390,20,28
14469,3408,40,28
14470,276,24,26
14471,21652,34,28
14472,26499,38,26
14473,23262,42,28
14474,14105,34,28
14475,15097,22,30
14476,20912,24,26
14477,31012,30,28
14478,30698,34,28
14479,8380,34,30
14480,21694,32,28
14481,26502,40,26
14482,28339,48,30
14483,282,30,28
14484,22970,44,28
14485,13392,36,28
14486,31587,38,32
14487,21782,34,30
14488,24805,30,28
14489,16819,38,28
14490,26055,44,28
14491,27776,34,28
14492,1070,26,26
14493,19320,26,30
14494,22094,32,28
14495,10733,38,26
14496,2196,42,28
14497,23730,46,28
14498,30612,40,28
14499,9097,36,28
14500,8032,40,28
14501,102,40,28
14502,19924,30,32
14503,5238,34,30
14504,810,32,26
14505,29966,32,26
14506,25091,42,28
14507,6438,38,28
14508,21860,30,28
14509,19373,26,30
14510,27012,42,30
14511,17498,38,30
14512,26161,58,28
14513,12390,42,28
14514,10677,26,26
14515,26066,52,28
14516,24493,44,32
14517,26170,56,28
14518,24951,36,30
14519,22758,38,30
14520,8833,42,28
14521,13151,34,26
14522,24671,38,28
14523,29058,42,26
14524,28084,62,28
14525,28041,48,28
14526,25947,44,28
14527,6767,42,28
14528,21626,38,32
14529,4349,36,30
14530,30971,40,28
14531,7325,36,30
14532,25860,38,28
14533,23337,46,28
14534,16544,30,30
14535,11804,42,26
14536,15956,30,26
14537,24658,36,28
14538,21463,34,30
14539,14459,22,24
14540,10727,36,30
14541,8392,40,30
14542,7971,34,32
14543,28109,52,26
14544,6182,28,24
14545,12948,40,24
14546,16315,42,28
14547,31044,32,28
14548,3459,44,32
14549,1493,38,30
14550,15133,24,30
14551,12762,38,24
14552,6391,46,28
14553,20116,34,30
14554,3789,20,28
14555,891,32,28
14556,8190,36,28
14557,6712,38,28
14558,3178,24,30
14559,19052,32,28
14560,7964,32,30
14561,3845,26,28
14562,6823,36,30
14563,22011,26,30
14564,17915,26,26
14565,9792,38,32
14566,1178,24,24
14567,18847,38,30
14568,15063,22,26
14569,17042,36,28
14570,7754,42,28
14571,26158,52,28
14572,8149,42,30
14573,11434,36,28
14574,30018,40,26
14575,2610,20,28
14576,11718,48,28
14577,9869,40,28
14578,26336,38,26
14579,9187,38,26
14580,14614,20,26
14581,1107,32,26
14582,15981,30,26
14583,1036,32,26
14584,30678,38,30
14585,11569,46,28
14586,2202,42,26
14587,12905,32,28
14588,26360,46,28
14589,13370,34,26
14590,7137,40,28
14591,25189,38,28
14592,31471,34,28
14593,7620,50,30
14594,1197,28,24
14595,24599,34,30
14596,27361,36,28
14597,18691,34,28
14598,11306,42,28
14599,27342,40,28
14600,23773,38,30
14601,4186,40,28
14602,9184,38,28
14603,27144,40,26
14604,9998,28,28
14605,15930,34,28
14606,17754,30,28
14607,29154,42,28
14608,22833,40,30
14609,12238,40,26
14610,32503,36,30
14611,15602,28,26
14612,26414,42,26
14613,20225,30,26
14614,19696,34,28
14615,22983,42,30
14616,10957,34,32
14617,14064,36,28
14618,31891,30,28
14619,18925,28,30
14620,6749,38,26
14621,14201,18,30
14622,16351,42,28
14623,6940,36,28
14624,20255,30,24
14625,30242,44,26
14626,22106,30,28
14627,24822,36,30
14628,7063,40,28
14629,5774,46,30
14630,24694,38,26
14631,4904,30,28
14632,15579,28,30
14633,25020,32,26
14634,28669,40,30
14635,25980,44,30
14636,9252,38,26
14637,1388,24,28
14638,3440,30,32
14639,23748,44,28
14640,31333,28,26
14641,19666,20,26
14642,20069,30,28
14643,19641,24,28
14644,3829,26,30
14645,24724,22,28
14646,8546,38,30
14647,1461,22,28
14648,32316,32,28
14649,5911,40,30
14650,11365,40,28
14651,22348,40,30
14652,21869,30,28
14653,10298,32,28
14654,1346,24,28
14655,6917,42,30
14656,18369,20,26
14657,4079,34,28
14658,21638,40,32
14659,16441,28,28
14660,29499,50,28
14661,17329,34,28
14662,806,34,28
14663,17168,30,28
14664,10042,34,30
14665,27732,42,30
14666,27346,38,28
14667,3787,22,30
14668,29187,42,28
14669,20702,32,30
14670,1049,36,24
14671,29928,36,26
14672,4408,32,26
14673,18565,30,30
14674,13460,36,28
14675,28716,42,28
14676,13993,34,30
14677,11395,34,28
14678,2011,24,28
14679,29421,44,30
14680,32286,34,28
14681,16018,26,28
14682,29318,34,28
14683,17800,32,24
14684,24509,38,28
14685,7009,40,24
14686,32513,32,26
14687,20343,38,30
14688,2529,30,26
14689,16029,40,28
14690,2617,20,26
14691,16010,28,28
14692,17687,32,26
14693,19490,26,32
14694,15370,18,28
14695,19718,36,28
14696,21684,34,28
14697,1287,24,28
14698,10923,32,28
14699,12246,36,26
14700,26794,36,28
14701,16065,32,26
14702,21272,38,30
14703,29,34,26
14704,21602,36,32
14705,24188,34,26
14706,27362,38,28
14707,18240,24,30
14708,29053,40,28
14709,8981,54,30
14710,12350,34,28
14711,18657,28,28
14712,3279,36,28
14713,27890,50,28
14714,2165,28,26
14715,26838,44,30
14716,19608,26,30
14717,16189,32,26
14718,10148,30,28
14719,2941,26,30
14720,5978,34,30
14721,22273,46,32
14722,18309,26,28
14723,20262,30,30
14724,9954,38,30
14725,5696,44,32
14726,11276,42,28
14727,26864,38,28
14728,14363,26,24
14729,15159,22,30
14730,6474,46,26
14731,14018,34,28
14732,25440,34,28
14733,2175,32,26
14734,31900,28,30
14735,24688,42,28
14736,31957,34,28
14737,4862,40,28
14738,15694,34,24
14739,7673,48,28
14740,12206,50,28
14741,9596,30,28
14742,7241,38,28
14743,31807,36,30
14744,31561,40,30
14745,10424,34,30
14746,31509,38,30
14747,12,30,28
14748,21666,48,28
14749,27441,46,28
14750,29779,38,24
14751,21613,38,30
14752,23502,28,28
14753,16401,36,28
14754,4033,38,30
14755,4494,30,26
14756,8671,46,28
14757,7790,40,30
14758,31309,16,26
14759,29139,38,26
14760,11107,24,28
14761,14520,32,26
14762,11078,30,30
14763,30455,50,30
14764,18467,38,28
14765,215,36,26
14766,14147,32,30
14767,20528,38,30
14768,12670,38,24
14769,20472,36,28
14770,2009,26,30
14771,10043,36,30
14772,30912,30,26
14773,19259,30,30
14774,23577,42,30
14775,31356,30,28
14776,7773,42,28
14777,18782,30,28
14778,25653,38,28
14779,4747,38,26
14780,6308,40,26
14781,31346,32,26
14782,20686,38,32
14783,11734,48,26
14784,25282,34,28
14785,18294,24,24
14786,5589,28,30
14787,30084,46,24
14788,8292,36,30
14789,4947,30,30
14790,30396,40,28
14791,32121,30,30
14792,31618,42,32
14793,28994,52,28
14794,6220,32,30
14795,1401,24,28
14796,30907,30,28
14797,12446,36,28
14798,481,30,26
14799,423,34,26
14800,8960,40,32
14801,4295,42,28
14802,14527,38,30
14803,25743,30,28
14804,14348,24,28
14805,28736,40,28
14806,20302,32,30
14807,27502,36,26
14808,23407,34,28
14809,13715,26,30
14810,23118,46,32
14811,11930,50,26
14812,5742,28,30
14813,27707,36,30
14814,20652,30,30
14815,12436,36,28
14816,21178,34,28
14817,2089,28,28
14818,19770,30,30
14819,16048,34,26
14820,23032,42,28
14821,12005,54,28
14822,31603,46,32
14823,4319,40,28
14824,31668,34,32
14825,28238,38,28
14826,24515,42,30
14827,26130,50,28
14828,25534,26,28
14829,28953,40,30
14830,30655,44,30
14831,32282,36,30
14832,2345,22,26
14833,14540,32,28
14834,17468,30,28
14835,14958,24,28
14836,7638,44,28
14837,20659,32,30
14838,17201,32,28
14839,376,38,28
14840,76,34,24
14841,8378,36,32
14842,4359,30,30
14843,15293,28,28
14844,22968,46,30
14845,26212,48,28
14846,3113,22,28
14847,9795,40,30
14848,18277,28,28
14849,32681,20,30
14850,10896,30,28
14851,19618,20,28
14852,7052,38,30
14853,7265,36,28
14854,27220,42,26
14855,918,26,26
14856,29721,40,26
14857,8282,38,26
14858,29755,38,28
14859,10336,46,30
14860,3977,42,30
14861,22134,38,30
14862,6703,34,26
14863,2450,30,30
14864,6829,36,30
14865,19060,32,30
14866,2049,30,26
14867,10631,38,28
14868,4004,36,28
14869,14574,30,28
14870,9842,40,32
14871,24912,30,28
14872,2736,22,28
14873,4564,34,28
14874,8714,46,28
14875,31350,32,26
14876,397,34,26
14877,21053,38,30
14878,19737,38,30
14879,22881,38,32
14880,9045,36,30
14881,32304,36,28
14882,20397,44,30
14883,20598,32,32
14884,1635,40,26
14885,31546,38,30
14886,28571,38,28
14887,8148,44,30
14888,26519,38,26
14889,27727,42,30
14890,28895,36,28
14891,8358,38,30
14892,29715,40,24
14893,14116,26,28
14894,9426,36,28
14895,1967,28,28
14896,15310,26,26
14897,30284,42,28
14898,10389,42,30
14899,12448,38,28
14900,30002,40,26
14901,3291,34,26
14902,3909,34,30
14903,26054,46,28
14904,23350,44,28
14905,6522,38,28
14906,9887,34,28
14907,6372,46,28
14908,14360,28,26
14909,26365,46,28
14910,15891,24,24
14911,31779,24,28
14912,23771,36,30
14913,6441,38,28
14914,1810,38,24
14915,13451,38,26
14916,26486,40,26
14917,27002,36,30
14918,11750,50,28
14919,14206,20,30
14920,30091,44,26
14921,5005,30,30
14922,9817,36,30
14923,12266,44,26
14924,18842,36,28
14925,6089,48,28
14926,9319,38,28
14927,11688,42,24
14928,5432,30,30
14929,14137,24,30
14930,26580,30,26
14931,12099,40,28
14932,15855,38,28
14933,5152,42,28
14934,1646,32,28
14935,12264,44,26
14936,12103,44,30
14937,1961,30,28
14938,6067,48,30
14939,4411,34,28
14940,30088,44,26
14941,11912,54,26
14942,2850,24,30
14943,5531,36,30
14944,8469,44,30
14945,9685,44,32
14946,1307,38,28
14947,12952,42,26
14948,28601,48,30
14949,28134,50,26
14950,28707,38,26
14951,25003,34,28
14952,20777,38,28
14953,11377,44,22
14954,14914,22,26
14955,5449,26,34
14956,5403,34,30
14957,29078,44,26
14958,12221,48,26
14959,31991,32,30
14960,1885,32,28
14961,2127,26,28
14962,22747,40,30
14963,10841,40,28
14964,27118,46,28
14965,22195,46,30
14966,30406,46,28
14967,7984,44,26
14968,32289,34,28
14969,6467,44,28
14970,30240,42,28
14971,18414,30,28
14972,32705,22,26
14973,20400,42,30
14974,18874,26,30
14975,3493,42,32
14976,31732,36,28
14977,2771,30,26
14978,15797,32,30
14979,3244,24,28
14980,6130,40,26
14981,14322,16,24
14982,14139,26,30
14983,4530,34,26
14984,6806,28,24
14985,2,24,28
14986,31477,32,30
14987,14142,24,28
14988,5916,40,30
14989,7324,38,32
14990,1179,26,26
14991,15696,36,26
14992,31144,24,26
14993,9841,42,32
14994,13032,38,26
14995,18813,32,28
14996,9413,38,28
14997,12895,30,26
14998,5353,28,30
14999,3356,32,30
15000,1611,38,26
15001,22071,36,28
15002,21180,36,30
15003,26187,44,28
15004,28876,34,30
15005,9064,36,30
15006,30823,30,28
15007,18786,36,30
15008,25403,40,28
15009,14658,22,28
15010,11941,48,26
15011,4817,30,30
15012,5731,28,30
15013,4156,44,28
15014,15936,34,28
15015,1576,28,30
15016,14220,30,28
15017,24735,36,28
15018,23682,38,28
15019,22899,36,30
15020,11933,54,28
15021,32421,32,30
15022,25997,42,28
15023,7779,40,28
15024,31274,26,26
15025,2835,32,28
15026,11511,48,26
15027,17238,32,28
15028,3315,26,26
15029,20805,38,28
15030,31643,36,30
15031,24104,38,30
15032,22355,42,30
15033,24429,40,28
15034,3843,28,30
15035,6466,46,30
15036,7533,42,30
15037,20608,30,32
15038,17103,40,26
15039,6906,40,28
15040,27235,46,28
15041,32295,32,28
15042,25755,28,28
15043,14835,28,28
15044,30924,30,26
15045,9224,34,28
15046,11219,32,28
15047,3049,30,26
15048,18696,36,28
15049,12187,52,28
15050,19387,26,28
15051,28435,34,28
15052,13422,40,28
15053,18341,24,26
15054,2605,20,28
15055,13565,32,28
15056,30085,48,26
15057,373,36,28
15058,30430,50,28
15059,26160,60,30
15060,25955,44,30
15061,28022,50,28
15062,30291,40,28
15063,8638,40,28
15064,18829,34,28
15065,1759,34,28
15066,22488,34,26
15067,5262,32,30
15068,12346,36,30
15069,1466,24,30
15070,29941,40,26
15071,15007,32,26
15072,24649,38,26
15073,2373,24,28
15074,14672,34,26
15075,31782,26,30
15076,17873,32,30
15077,25151,40,26
15078,1248,30,26
15079,9742,34,30
15080,9934,34,30
15081,17916,28,28
15082,11496,44,28
15083,23356,44,30
15084,8021,42,28
15085,18755,36,26
15086,10448,32,32
15087,3854,30,30
15088,322,26,24
15089,17316,28,28
15090,8888,40,28
15091,10691,26,28
15092,7854,40,30
15093,10640,40,30
15094,16587,38,30
15095,26027,38,28
15096,20358,32,30
15097,10886,30,30
15098,25867,38,26
15099,32076,32,30
15100,6791,26,24
15101,17995,34,28
15102,17515,26,28
15103,21792,34,28
15104,6652,38,26
15105,1960,32,28
15106,587,32,28
15107,9677,44,32
15108,20938,28,28
15109,30073,50,28
15110,14960,26,28
15111,6345,42,26
15112,16804,36,28
15113,4303,38,28
15114,17865,30,26
15115,88,36,26
15116,29835,36,26
15117,24294,36,30
15118,30421,48,28
15119,29682,46,28
15120,1400,26,30
15121,30132,46,26
15122,2971,34,30
15123,30761,42,28
15124,23742,42,28
15125,20703,34,30
15126,12653,36,28
15127,29417,46,30
15128,13982,32,26
15129,26102,48,28
15130,13712,28,30
15131,24991,40,30
15132,19953,32,30
15133,6518,44,30
15134,32040,34,28
15135,22591,36,26
15136,5832,40,30
15137,20234,32,28
15138,24854,32,26
15139,19488,28,32
15140,29762,40,26
15141,1,26,28
15142,6858,32,28
15143,12944,42,24
15144,3128,20,26
15145,20485,38,30
15146,10116,28,28
15147,10593,36,30
15148,12621,38,28
15149,15714,34,26
15150,9682,46,32
15151,24028,38,30
15152,6033,40,30
15153,25543,26,24
15154,12237,42,28
15155,3403,38,28
15156,19046,32,30
15157,2099,24,28
15158,10844,42,30
15159,21548,48,30
15160,32029,30,28
15161,1559,36,30
15162,11038,34,30
15163,20572,30,32
15164,29735,36,24
15165,8615,34,28
15166,19841,28,28
15167,22930,32,28
15168,9176,42,30
15169,1361,26,28
15170,14507,34,28
15171,475,46,24
15172,2678,24,26
15173,17652,40,26
15174,24983,38,30
15175,18949,46,30
15176,13015,40,26
15177,16828,38,28
15178,10232,36,30
15179,8757,46,30
15180,15024,38,28
15181,2221,30,28
15182,27704,36,30
15183,26257,44,26
15184,7694,46,30
15185,19501,26,30
15186,27344,42,30
15187,448,42,28
15188,9591,36,26
15189,11748,52,28
15190,17517,28,28
15191,19991,28,32
15192,14331,20,26
15193,31444,24,28
15194,12586,30,26
15195,20535,40,28
15196,12496,38,28
15197,9560,36,28
15198,8554,34,28
15199,1339,30,26
15200,15915,26,24
15201,10913,40,30
15202,14086,32,28
15203,21095,42,32
15204,12302,32,26
15205,7498,36,30
15206,11314,44,28
15207,24195,30,26
15208,564,34,28
15209,17308,20,28
15210,30414,52,30
15211,7272,42,30
15212,15800,32,30
15213,19949,36,30
15214,8501,42,28
15215,15893,30,26
15216,8323,28,30
15217,18903,36,32
15218,13379,30,24
15219,15221,36,28
15220,29037,40,28
15221,2428,34,28
15222,5464,34,30
15223,14212,20,28
15224,9897,32,28
15225,26330,38,28
15226,2384,28,28
15227,27001,38,30
15228,26195,46,28
15229,13825,28,28
15230,9124,36,28
15231,31301,26,28
15232,20393,44,30
15233,21326,28,28
15234,13693,30,26
15235,14727,36,26
15236,25354,40,28
15237,12216,52,28
15238,23755,46,28
15239,10479,32,28
15240,25691,34,30
15241,17602,24,28
15242,21753,36,30
15243,5052,30,30
15244,11241,30,28
15245,30716,30,30
15246,27221,44,30
15247,10416,34,30
15248,10260,28,30
15249,17347,32,28
15250,12394,42,30
15251,13086,36,26
15252,22963,48,30
15253,3592,42,30
15254,152,40,28
15255,22272,48,32
15256,24029,40,30
15257,19855,24,26
15258,8383,38,30
15259,27503,38,28
15260,6155,48,26
15261,26106,48,28
15262,21132,30,28
15263,8715,48,28
15264,7563,44,28
15265,3619,42,28
15266,26331,40,30
15267,4429,36,26
15268,16323,48,30
15269,25010,30,28
15270,3490,42,32
15271,14296,22,28
15272,11221,34,28
15273,937,24,28
15274,29061,44,28
15275,26264,44,26
15276,12121,36,28
15277,29024,44,28
15278,19043,34,30
15279,6604,38,28
15280,11203,26,26
15281,2998,32,28
15282,9991,32,28
